State,Date,Vegetable_Id ,Vegetable_Name ,Wholesale_Price ,Retail_Price ,Shoping_Mall_Price ,Units ,Image
,2024-05-14,ashgourd,Ash gourd,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-05-14,babycorn,Baby Corn,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-05-14,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-05-14,capsicum,Capsicum,50,58 - 64,60 - 83,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-05-14,bittergourd,Bitter Gourd,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-05-14,bottlegourd,Bottle Gourd,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-05-14,butterbeans,Butter Beans,47,54 - 60,56 - 78,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-05-14,broadbeans,Broad Beans,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-05-14,cabbage,Cabbage,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-05-14,carrot,Carrot,46,53 - 58,55 - 76,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-05-14,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-05-14,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-05-14,coconut,Coconut,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-05-14,colocasialeaves,Colocasia Leaves,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-05-14,colocasia,Colocasia,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-05-14,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-05-14,corn,Corn,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-05-14,cucumber,Cucumber,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-05-14,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-05-14,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-05-14,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-05-14,brinjal,Brinjal,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-05-14,brinjalbig,Brinjal (Big),22,25 - 28,26 - 36,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-05-14,elephantyam,Elephant Yam,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-05-14,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-05-14,frenchbeans,French Beans,55,63 - 70,66 - 91,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-05-14,garlic,Garlic,154,177 - 196,185 - 254,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-05-14,ginger,Ginger,107,123 - 136,128 - 177,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-05-14,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-05-14,greenpeas,Green Peas,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-05-14,ivygourd,Ivy Gourd,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-05-14,lemon,Lemon (Lime),65,75 - 83,78 - 107,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-05-14,mangoraw,Mango Raw,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-05-14,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-05-14,mushroom,Mushroom,94,108 - 119,113 - 155,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-05-14,mustardleaves,Mustard Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-05-14,ladiesfinger,Ladies Finger,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-05-14,pumpkin,Pumpkin,22,25 - 28,26 - 36,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-05-14,radish,Radish,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-05-14,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-05-14,shallot,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-05-14,snakegourd,Snake Gourd,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-05-14,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-05-14,spinach,Spinach,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-05-14,sweetpotato,Sweet Potato,39,45 - 50,47 - 64,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-05-15,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-05-15,onionsmall,Onion Small,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-05-15,tomato,Tomato,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-05-15,greenchili,Green Chilli,69,79 - 88,83 - 114,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-05-15,beetroot,Beetroot,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-05-15,potato,Potato,35,40 - 44,42 - 58,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-05-15,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-05-15,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-05-15,amla,Amla,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-05-15,ashgourd,Ash gourd,19,22 - 24,23 - 31,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-05-15,babycorn,Baby Corn,61,70 - 77,73 - 101,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-05-15,bananaflower,Banana Flower,19,22 - 24,23 - 31,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-05-15,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-05-15,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-05-15,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-05-15,butterbeans,Butter Beans,53,61 - 67,64 - 87,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-05-15,broadbeans,Broad Beans,75,86 - 95,90 - 124,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-05-15,cabbage,Cabbage,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-05-15,carrot,Carrot,47,54 - 60,56 - 78,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-05-15,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-05-15,clusterbeans,Cluster beans,43,49 - 55,52 - 71,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-05-15,coconut,Coconut,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-05-15,colocasialeaves,Colocasia Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-05-15,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-05-15,corianderleaves,Coriander Leaves,8,9 - 10,10 - 13,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-05-15,corn,Corn,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-05-15,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-05-15,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-05-15,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-05-15,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-05-15,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-05-15,brinjalbig,Brinjal (Big),32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-05-15,elephantyam,Elephant Yam,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-05-15,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-05-15,frenchbeans,French Beans,169,194 - 215,203 - 279,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-05-15,garlic,Garlic,253,291 - 321,304 - 417,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-05-15,ginger,Ginger,105,121 - 133,126 - 173,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-05-15,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-05-15,greenpeas,Green Peas,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-05-15,ivygourd,Ivy Gourd,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-05-15,lemon,Lemon (Lime),95,109 - 121,114 - 157,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-05-15,mangoraw,Mango Raw,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-05-15,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-05-15,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-05-15,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-05-15,ladiesfinger,Ladies Finger,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-05-15,pumpkin,Pumpkin,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-05-15,radish,Radish,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-05-15,ridgegourd,Ridge Gourd,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-05-15,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-05-15,snakegourd,Snake Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-05-15,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-05-15,spinach,Spinach,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-05-15,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-05-16,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-05-16,onionsmall,Onion Small,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-05-16,tomato,Tomato,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-05-16,greenchili,Green Chilli,69,79 - 88,83 - 114,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-05-16,beetroot,Beetroot,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-05-16,potato,Potato,35,40 - 44,42 - 58,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-05-16,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-05-16,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-05-16,amla,Amla,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-05-16,ashgourd,Ash gourd,19,22 - 24,23 - 31,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-05-16,babycorn,Baby Corn,61,70 - 77,73 - 101,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-05-16,bananaflower,Banana Flower,19,22 - 24,23 - 31,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-05-16,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-05-16,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-05-16,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-05-16,butterbeans,Butter Beans,53,61 - 67,64 - 87,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-05-16,broadbeans,Broad Beans,75,86 - 95,90 - 124,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-05-16,cabbage,Cabbage,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-05-16,carrot,Carrot,47,54 - 60,56 - 78,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-05-16,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-05-16,clusterbeans,Cluster beans,43,49 - 55,52 - 71,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-05-16,coconut,Coconut,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-05-16,colocasialeaves,Colocasia Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-05-16,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-05-16,corianderleaves,Coriander Leaves,8,9 - 10,10 - 13,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-05-16,corn,Corn,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-05-16,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-05-16,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-05-16,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-05-16,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-05-16,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-05-16,brinjalbig,Brinjal (Big),32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-05-16,elephantyam,Elephant Yam,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-05-16,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-05-16,frenchbeans,French Beans,169,194 - 215,203 - 279,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-05-16,garlic,Garlic,253,291 - 321,304 - 417,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-05-16,ginger,Ginger,105,121 - 133,126 - 173,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-05-16,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-05-16,greenpeas,Green Peas,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-05-16,ivygourd,Ivy Gourd,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-05-16,lemon,Lemon (Lime),95,109 - 121,114 - 157,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-05-16,mangoraw,Mango Raw,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-05-16,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-05-16,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-05-16,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-05-16,ladiesfinger,Ladies Finger,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-05-16,pumpkin,Pumpkin,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-05-16,radish,Radish,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-05-16,ridgegourd,Ridge Gourd,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-05-16,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-05-16,snakegourd,Snake Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-05-16,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-05-16,spinach,Spinach,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-05-16,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-05-17,onionbig,Onion Big,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-05-17,onionsmall,Onion Small,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-05-17,tomato,Tomato,21,24 - 27,25 - 35,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-05-17,greenchili,Green Chilli,63,72 - 80,76 - 104,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-05-17,beetroot,Beetroot,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-05-17,potato,Potato,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-05-17,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-05-17,amaranthleaves,Amaranth Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-05-17,amla,Amla,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-05-17,ashgourd,Ash gourd,21,24 - 27,25 - 35,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-05-17,babycorn,Baby Corn,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-05-17,bananaflower,Banana Flower,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-05-17,capsicum,Capsicum,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-05-17,bittergourd,Bitter Gourd,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-05-17,bottlegourd,Bottle Gourd,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-05-17,butterbeans,Butter Beans,55,63 - 70,66 - 91,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-05-17,broadbeans,Broad Beans,70,81 - 89,84 - 116,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-05-17,cabbage,Cabbage,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-05-17,carrot,Carrot,41,47 - 52,49 - 68,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-05-17,cauliflower,Cauliflower,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
